tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	img_url_asset
tt0073481	tvEpisode	Old Times	Old Times	0	1991	\N	78	Drama	https://image.tmdb.org/t/p/{width_variable}/1sAumy1MAzAoi4wWP9b9boHPFcC.jpg
tt0088283	tvEpisode	Tod durch elektrischen Strom	Tod durch elektrischen Strom	0	1990	\N	70	Crime,Drama,Mystery	\N
tt0088656	tvEpisode	A.D. Police File 2: The Ripper	Za Rippaa (The Ripper)	0	1990	\N	40	Animation,Crime,Sci-Fi	\N
tt0088657	tvEpisode	AD Police Files 3: The Man Who Bites His Tongue	Shita wo kamu otoko (The Man Who Bites His Tongue)	0	1990	\N	40	Animation,Crime,Sci-Fi	\N
tt0090780	tvEpisode	Bulls of a Feather	Bulls of a Feather	0	1992	\N	\N	Action,Adventure,Animation	\N
tt0094808	tvEpisode	Zwei Brüder	Zwei Brüder	0	1994	\N	90	Crime,Mystery	\N
tt0095661	tvEpisode	Le mouchoir de Joseph	Le mouchoir de Joseph	0	1991	\N	93	\N	\N
tt0095671	tvEpisode	La mujer fría	La mujer fría	0	1990	\N	\N	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg
tt0095672	tvEpisode	La mujer infiel	La mujer infiel	0	1990	\N	57	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg
tt0095673	tvEpisode	La mujer oriental	La mujer oriental	0	1990	\N	\N	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg
tt0095674	tvEpisode	La mujer perdida	La mujer perdida	0	1990	\N	\N	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg
tt0095783	tvEpisode	One Last Chance	One Last Chance	0	1990	\N	\N	Comedy,Crime,Drama	\N
tt0096135	tvEpisode	Sometime in August	Sometime in August	0	1990	\N	\N	Drama	https://image.tmdb.org/t/p/{width_variable}/w9Dut78EL8gfFYwHYLTW2QphELA.jpg
tt0096361	tvEpisode	Reiha Has Come	Reiha Has Come	0	1997	\N	\N	Action,Animation,Drama	\N
tt0096362	tvEpisode	The Fang Knows	The Fang Knows	0	1997	\N	\N	Action,Animation,Drama	\N
tt0096363	tvEpisode	At the Next Station	At the Next Station	0	1997	\N	\N	Action,Animation,Drama	\N
tt0096781	tvEpisode	'Itch	'Itch	0	1991	\N	54	Drama	\N
tt0096864	tvEpisode	Grand Theft Hotel	Grand Theft Hotel	0	1990	\N	\N	Mystery	\N
tt0097218	tvEpisode	The Dogs	The Dogs	0	1991	\N	13	Drama,Short	\N
tt0097246	tvEpisode	Das Duell	Das Duell	0	1990	\N	76	Crime,Drama,Mystery	\N
tt0097324	tvEpisode	Ein Fall für Onkel	Ein Fall für Onkel	0	1990	\N	90	Crime	\N
tt0097346	tvEpisode	Fellow Traveller	Fellow Traveller	0	1990	\N	97	Drama	https://image.tmdb.org/t/p/{width_variable}/mahwEiefmBPbHx0gRe0dkA8YMae.jpg
tt0097451	tvEpisode	Le Gorille sans cravate	Le Gorille sans cravate	0	1990	\N	87	Action,Comedy,Thriller	\N
tt0097783	tvEpisode	The Lounge Bar	The Lounge Bar	0	1991	\N	12	Drama,Short	\N
tt0097822	tvEpisode	The Man from the Pru	The Man from the Pru	0	1990	\N	\N	Drama	\N
tt0097924	tvEpisode	La mujer inesperada	La mujer inesperada	0	1990	\N	56	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg
tt0097925	tvEpisode	La mujer lunática	La mujer lunática	0	1990	\N	60	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg
tt0098021	tvEpisode	Old Flames	Old Flames	0	1990	\N	\N	Drama	\N
tt0098553	tvEpisode	Ein unbekannter Zeuge	Ein unbekannter Zeuge	0	1992	\N	90	Crime	\N
tt0098561	tvEpisode	Une table pour six	Une table pour six	0	1990	\N	\N	\N	\N
tt0098576	tvEpisode	The Forest Calls	The Forest Calls	0	1997	\N	\N	Action,Animation,Drama	\N
tt0098755	tvEpisode	Born in Africa	Born in Africa	0	1990	\N	88	Documentary,News	\N
tt0099003	tvEpisode	Aimée	Aimée	0	1991	\N	90	Drama	https://image.tmdb.org/t/p/{width_variable}/1LbMzAxTGocmXzMJqah3BtTM7gv.jpg
tt0099032	tvEpisode	Amongst Barbarians	Amongst Barbarians	0	1990	\N	75	Drama	\N
tt0099037	tvEpisode	Andre's Mother	Andre's Mother	0	1990	\N	60	Comedy,Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/mRAs5GFok04sS3mj5SfoAD6bmTB.jpg
tt0099139	tvEpisode	Le billard écarlate	Le billard écarlate	0	1991	\N	94	\N	\N
tt0099217	tvEpisode	Pilot	Pilot	0	1990	\N	95	Drama	\N
tt0099279	tvEpisode	Close Relations	Close Relations	0	1990	\N	\N	Drama	https://image.tmdb.org/t/p/{width_variable}/dePPYfZkzOGC5U96hd7KetWYnpe.jpg
tt0099370	tvEpisode	The Day of Reckoning	The Day of Reckoning	0	1990	\N	53	Action,Drama,Horror	\N
tt0099383	tvEpisode	Death Has a Bad Reputation	Death Has a Bad Reputation	0	1990	\N	98	Action,Thriller	https://image.tmdb.org/t/p/{width_variable}/fAwoCXF7iKziy2LnCxGTMz1NRqM.jpg
tt0099427	tvEpisode	Dienstvergehen	Dienstvergehen	0	1991	\N	90	Crime	\N
tt0099457	tvEpisode	Frontière du crime	Frontière du crime	0	1990	\N	92	Thriller	\N
tt0099526	tvEpisode	Exile	Exile	0	1990	\N	92	Adventure,Drama,Family	https://image.tmdb.org/t/p/{width_variable}/ijsbdFBTupkYWM21eBbZ4tGky8T.jpg
tt0099530	tvEpisode	Bersaglio mobile	Bersaglio mobile	0	1991	\N	88	Comedy,Crime	\N
tt0099542	tvEpisode	A Family for Joe	A Family for Joe	0	1990	\N	100	Comedy	https://image.tmdb.org/t/p/{width_variable}/uYIwlF5sxpStEY8MylYtARlS4Nb.jpg
tt0099580	tvEpisode	Pilot	Pilot	0	1990	\N	94	Action,Crime,Fantasy	https://image.tmdb.org/t/p/{width_variable}/yzIBlpyufPoL9ujOOizLktHRFev.jpg
tt0099661	tvEpisode	The Girl with the Crazy Brother	The Girl with the Crazy Brother	0	1990	\N	44	Adventure,Comedy,Drama	\N
tt0099727	tvEpisode	Hamlet	Hamlet	0	1990	\N	165	Music,Musical	https://image.tmdb.org/t/p/{width_variable}/ssq0280GJyx5fUgfbbBGJ0b7Bug.jpg
tt0099744	tvEpisode	La mort en dédicace	La mort en dédicace	0	1990	\N	\N	Thriller	\N
tt0099745	tvEpisode	Pour cent millions	Pour cent millions	0	1990	\N	87	Thriller	\N
tt0099746	tvEpisode	La porte secrète	La porte secrète	0	1990	\N	120	Thriller	\N
tt0099781	tvEpisode	The Hollow Boy	The Hollow Boy	0	1991	\N	55	Comedy,Drama,Romance	\N
tt0099811	tvEpisode	Deadly Encounters: Part 1	Deadly Encounters: Part 1	0	1990	\N	60	Action,Crime,Drama	\N
tt0099835	tvEpisode	Champ clos	Champ clos	0	1990	\N	91	\N	\N
tt0099851	tvEpisode	Into the Woods	Into the Woods	0	1991	\N	151	Comedy,Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/uwMNWZg9gxCNCeruYvEdBN3Zhyb.jpg
tt0099952	tvEpisode	The Kremlin Farewell	The Kremlin Farewell	0	1990	\N	\N	Drama	https://image.tmdb.org/t/p/{width_variable}/xrxX1Jf17DeQrRCgMHf5N8eMr8r.jpg
tt0099971	tvEpisode	The Land of Dreams	The Land of Dreams	0	1990	\N	\N	Drama	https://image.tmdb.org/t/p/{width_variable}/k5u5rheU4m7zDRPFPTEsS4sqAdD.jpg
tt0099992	tvEpisode	The Laughter of God	The Laughter of God	0	1991	\N	88	Drama	\N
tt0100155	tvEpisode	Adolphe et les menteuses	Adolphe et les menteuses	0	1990	\N	26	Romance	\N
tt0100216	tvEpisode	The Mysterious Affair at Styles	The Mysterious Affair at Styles	0	1990	\N	103	Crime,Drama,Mystery	\N
tt0100255	tvEpisode	Night Voice	Night Voice	0	1990	\N	\N	Drama	\N
tt0100316	tvEpisode	Pilot	Pilot	0	1990	\N	60	Crime,Drama	\N
tt0100370	tvEpisode	April 1945 - Das Plakat	April 1945 - Das Plakat	0	1990	\N	85	Drama	\N
tt0100406	tvEpisode	The Price of the Bride	The Price of the Bride	0	1990	\N	98	Action,Thriller	https://image.tmdb.org/t/p/{width_variable}/rKFJpNV8s9YarAkOOSMuvtdRcQb.jpg
tt0100439	tvEpisode	Put on by Cunning	Put on by Cunning	0	1990	\N	120	Crime,Drama,Mystery	\N
tt0100474	tvEpisode	Rendez-vous à Lisbonne	Rendez-vous à Lisbonne	0	1992	\N	26	Romance	\N
tt0100482	tvEpisode	Retour	Retour	0	1991	\N	26	Romance	\N
tt0100492	tvEpisode	Rikki	Rikki	0	1991	\N	83	Crime,Drama,Mystery	\N
tt0100578	tvEpisode	Sensibility and Sense	Sensibility and Sense	0	1990	\N	\N	Comedy,Drama,Romance	\N
tt0100580	tvEpisode	Don't Hang Up	Separation	0	1990	\N	80	Drama	\N
tt0100642	tvEpisode	Small Zones	Small Zones	0	1990	\N	\N	Drama	\N
tt0100658	tvEpisode	Some Lie and Some Die: Part One	Some Lie and Some Die: Part One	0	1990	\N	60	Crime,Drama,Mystery	\N
tt0100664	tvEpisode	Souleymane Cissé	Souleymane Cissé	0	1991	\N	53	Documentary	\N
tt0100710	tvEpisode	The Stuff of Madness	The Stuff of Madness	0	1990	\N	51	Action,Drama,Horror	\N
tt0100718	tvEpisode	One Down, Four Up	One Down, Four Up	0	1990	\N	94	Drama	https://image.tmdb.org/t/p/{width_variable}/kvI9ufC3vrCCQJukHlYCXzzojXA.jpg
tt0100724	tvEpisode	Sweet Nothing	Sweet Nothing	0	1990	\N	\N	Comedy,Crime,Drama	\N
tt0100748	tvEpisode	Blue Lady	Blue Lady	0	1990	\N	86	Crime,Drama,Mystery	\N
tt0100749	tvEpisode	Howalds Fall	Howalds Fall	0	1990	\N	96	Crime,Drama,Mystery	\N
tt0100750	tvEpisode	Lauf eines Todes	Lauf eines Todes	0	1990	\N	90	Crime,Drama,Mystery	\N
tt0100751	tvEpisode	Rendezvous	Rendezvous	0	1990	\N	97	Crime,Drama,Mystery	\N
tt0100752	tvEpisode	Seven Eleven	Seven Eleven	0	1990	\N	88	Crime,Drama,Mystery	\N
tt0100753	tvEpisode	Tod einer Ärztin	Tod einer Ärztin	0	1990	\N	77	Crime,Drama,Mystery	\N
tt0100754	tvEpisode	Unter Brüdern	Unter Brüdern	0	1990	\N	95	Crime,Drama,Mystery	\N
tt0100755	tvEpisode	Zeitzünder	Zeitzünder	0	1990	\N	90	Crime,Drama,Mystery	\N
tt0100770	tvEpisode	They Never Slept	They Never Slept	0	1991	\N	74	Drama	\N
tt0100818	tvEpisode	Martingale	Martingale	0	1991	\N	26	Romance	\N
tt0100900	tvEpisode	Waldo Salt: A Screenwriter's Journey	Waldo Salt: A Screenwriter's Journey	0	1990	\N	\N	Biography,Documentary,Music	https://image.tmdb.org/t/p/{width_variable}/lFRjRi44uznei5oSCql43rMS2mN.jpg
tt0100948	tvEpisode	Women & Wallace	Women & Wallace	0	1990	\N	80	Comedy,Drama,Romance	\N
tt0100953	tvEpisode	Work!	Work!	0	1991	\N	\N	Drama	\N
tt0101095	tvEpisode	The Cave of the Golden Rose	Fantaghirò	0	1991	\N	200	Adventure,Fantasy	https://image.tmdb.org/t/p/{width_variable}/ezAwZWWcnJFnk3eYFonuwDzaMCO.jpg
tt0101179	tvEpisode	Bambini nell'ombra	Bambini nell'ombra	0	1991	\N	120	Drama	\N
tt0101246	tvEpisode	102 Boulevard Haussmann	102 Boulevard Haussmann	0	1990	\N	84	Drama	https://image.tmdb.org/t/p/{width_variable}/u3MfpohihTORFw0P2eYAbuLbVEC.jpg
tt0101271	tvEpisode	Adam Bede	Adam Bede	0	1992	\N	102	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/9GzxKwqg2kXJRqp4SuqzIjTzCEB.jpg
tt0101274	tvEpisode	Una notte di mezza estate a Daisy Town	Una notte di mezza estate a Daisy Town	0	1992	\N	60	Comedy,Western	\N
tt0101300	tvEpisode	Alive and Kicking	Alive and Kicking	0	1991	\N	95	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/gelkUol49M8nISTbZvCAZPpeFvv.jpg
tt0101358	tvEpisode	Antonia and Jane	Antonia and Jane	0	1990	\N	71	Drama	https://image.tmdb.org/t/p/{width_variable}/5d1AgAgtXxvkTkyY2n2eI943wZy.jpg
tt0101443	tvEpisode	Big Band Time	Big Band Time	0	1991	\N	75	Crime,Drama,Mystery	\N
tt0101480	tvEpisode	Blood Brothers: The Joey DiPaolo Story	Blood Brothers: The Joey DiPaolo Story	0	1992	\N	\N	Drama,Family,Short	\N
tt0101655	tvEpisode	Dancing Outlaw	Dancing Outlaw	0	1991	\N	29	Documentary	https://image.tmdb.org/t/p/{width_variable}/dzE9hWUNnDkrFGKJakS4hHbTDbi.jpg
tt0101729	tvEpisode	Dieci giorni tutto compreso	Dieci giorni tutto compreso	0	1993	\N	\N	Crime,Thriller	\N
tt0101750	tvEpisode	A Doll's House	A Doll's House	0	1992	\N	140	Drama	\N
tt0101835	tvEpisode	Magia nera	Magia nera	0	1991	\N	99	Comedy,Crime	\N
tt0101836	tvEpisode	Black & White	Black & White	0	1991	\N	88	Comedy,Crime	\N
tt0101837	tvEpisode	Cannonball	Cannonball	0	1991	\N	92	Comedy,Crime	\N
tt0101838	tvEpisode	Yo-yo	Yo-yo	0	1991	\N	91	Comedy,Crime	\N
tt0101840	tvEpisode	Miami Killer	Miami Killer	0	1991	\N	93	Comedy,Crime	\N
tt0101894	tvEpisode	Flea Bites	Flea Bites	0	1991	\N	100	Drama	\N
tt0101915	tvEpisode	The Fred Astaire Songbook	The Fred Astaire Songbook	0	1991	\N	60	Music,Musical	https://image.tmdb.org/t/p/{width_variable}/c5K57bhxqP9VBhxFFsgQkyovXCg.jpg
tt0101971	tvEpisode	The Grapes of Wrath	The Grapes of Wrath	0	1991	\N	142	Comedy,Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/fL5V6o7NdPIVTODNEnxbUiiXNnH.jpg
tt0101972	tvEpisode	The Grass Arena	The Grass Arena	0	1991	\N	90	Drama	https://image.tmdb.org/t/p/{width_variable}/JtOhvOBuWsMn3vxzeQ0Za94AkC.jpg
tt0102012	tvEpisode	Heading Home	Heading Home	0	1991	\N	88	Drama	https://image.tmdb.org/t/p/{width_variable}/9R8NTw0fDwlYVP0DAlZAAS5zAsR.jpg
tt0102111	tvEpisode	In the Border Country	In the Border Country	0	1991	\N	\N	Drama	\N
tt0102199	tvEpisode	Hollywood Babylon	Hollywood Babylon	0	1991	\N	58	Documentary	\N
tt0102255	tvEpisode	Winter 1991 - Das Lachen der Maca Daracs	Winter 1991 - Das Lachen der Maca Daracs	0	1991	\N	88	Drama	\N
tt0102276	tvEpisode	The Last Romantics	The Last Romantics	0	1992	\N	90	Drama	https://image.tmdb.org/t/p/{width_variable}/gEJ5hKbXxh5Iu9wCCmtn0XhAwil.jpg
tt0102281	tvEpisode	The Law Lord	The Law Lord	0	1992	\N	\N	Drama	https://image.tmdb.org/t/p/{width_variable}/lntzH3XHBFb95dtablPirpLBYyo.jpg
tt0102337	tvEpisode	The Lost Language of Cranes	The Lost Language of Cranes	0	1991	\N	87	Music,Musical	\N
tt0102378	tvEpisode	Maigret et la grande perche	Maigret et la grande perche	0	1991	\N	95	Crime,Drama,Mystery	\N
tt0102379	tvEpisode	Maigret et les plaisirs de la nuit	Maigret et les plaisirs de la nuit	0	1992	\N	82	Crime,Drama,Mystery	\N
tt0102416	tvEpisode	The Master Blackmailer	The Master Blackmailer	0	1992	\N	102	Crime,Drama,Mystery	https://image.tmdb.org/t/p/{width_variable}/mNrEjZyGi6vOuogEVjimq6hGFKP.jpg
tt0102424	tvEpisode	Means of Evil: Part One	Means of Evil: Part One	0	1991	\N	50	Crime,Drama,Mystery	\N
tt0102474	tvEpisode	Mrs. Harris und der Heiratsschwindler	Mrs. Harris und der Heiratsschwindler	0	1991	\N	88	Comedy,Crime	https://image.tmdb.org/t/p/{width_variable}/ugqoJ1ayZa1sV5Hfj3qJy0i4lUW.jpg
tt0102501	tvEpisode	Der Vollmondmörder	Der Vollmondmörder	0	1991	\N	84	Crime	\N
tt0102502	tvEpisode	Narkose für's Jenseits	Narkose für's Jenseits	0	1991	\N	85	Crime	\N
tt0102547	tvEpisode	Noch Zweifel, Herr Verteidiger	Noch Zweifel, Herr Verteidiger	0	1991	\N	94	Crime	\N
tt0102621	tvEpisode	Pilot	Pilot	0	1991	\N	93	Drama	\N
tt0102643	tvEpisode	Pas de bavards à la Muette	Pas de bavards à la Muette	0	1991	\N	\N	Crime,Mystery,Thriller	\N
tt0102644	tvEpisode	La pastorela	La pastorela	0	1991	\N	79	Music,Musical	\N
tt0102711	tvEpisode	Prince	Prince	0	1991	\N	75	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/oEjANiLQPAwAiDTVByFAkQfMruw.jpg
tt0102769	tvEpisode	Reiche Kunden killt man nicht	Reiche Kunden killt man nicht	0	1991	\N	90	Crime	\N
tt0102786	tvEpisode	How Dinosaurs Became Extinct	How Dinosaurs Became Extinct	0	1991	\N	73	Animation,Comedy	https://image.tmdb.org/t/p/{width_variable}/q7ytGK5trp0utPcjfXLgnIVILKp.jpg
tt0102787	tvEpisode	Dreams	Dreams	0	1991	\N	2	Animation,Comedy	https://image.tmdb.org/t/p/{width_variable}/hQQc58syrUvX9ThQ1Dg4XeKaKzb.jpg
tt0102856	tvEpisode	Aller Anfang ist schwer	Aller Anfang ist schwer	0	1991	\N	94	\N	\N
tt0102857	tvEpisode	Schmutziges Gold	Schmutziges Gold	0	1991	\N	104	Crime	\N
tt0102863	tvEpisode	Filipina Dreamgirls	Filipina Dreamgirls	0	1991	\N	90	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/fQQJlidZ3iQlsBd8Vx1oaRhM21k.jpg
tt0102925	tvEpisode	Siláci	Siláci	0	1991	\N	12	Crime,Drama,Horror	\N
tt0103020	tvEpisode	Dans les cordes	Dans les cordes	0	1991	\N	\N	Crime,Drama	\N
tt0103046	tvEpisode	Der Fall Schimanski	Der Fall Schimanski	0	1991	\N	90	Crime,Drama,Mystery	\N
tt0103047	tvEpisode	Die chinesische Methode	Die chinesische Methode	0	1991	\N	95	Crime,Drama,Mystery	\N
tt0103048	tvEpisode	Finale am Rothenbaum	Finale am Rothenbaum	0	1991	\N	80	Crime,Drama,Mystery	\N
tt0103049	tvEpisode	Kinderlieb	Kinderlieb	0	1991	\N	87	Crime,Drama,Mystery	\N
tt0103050	tvEpisode	Schimanskis Waffe	Schimanskis Waffe	0	1990	\N	86	Crime,Drama,Mystery	\N
tt0103051	tvEpisode	Telefongeld	Telefongeld	0	1991	\N	\N	Crime,Drama,Mystery	\N
tt0103052	tvEpisode	Tod eines Mädchens	Tod eines Mädchens	0	1991	\N	90	Crime,Drama,Mystery	\N
tt0103053	tvEpisode	Tod im Häcksler	Tod im Häcksler	0	1991	\N	80	Crime,Drama,Mystery	\N
tt0103054	tvEpisode	Wer zweimal stirbt	Wer zweimal stirbt	0	1991	\N	88	Crime,Drama,Mystery	\N
tt0103062	tvEpisode	Tell Me That You Love Me	Tell Me That You Love Me	0	1991	\N	98	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/hEBf4QPMswqPnOe6GlwhqDozhVi.jpg
tt0103071	tvEpisode	Thanners neuer Job	Thanners neuer Job	0	1991	\N	83	Crime,Drama,Mystery	\N
tt0103145	tvEpisode	Two Teens and a Baby	Two Teens and a Baby	0	1992	\N	\N	Adventure,Comedy,Drama	\N
tt0103149	tvEpisode	Tödliche Vergangenheit	Tödliche Vergangenheit	0	1991	\N	92	Crime,Drama,Mystery	\N
